order_number,product_key,customer_key,order_date,ship_date,due_date,sales_amount,quantity,price
SO51520,383,16,2013-01-18,2013-01-25,2013-01-30,159,1,159
SO51521,249,17672,2013-01-18,2013-01-25,2013-01-30,742,1,742
SO51522,225,1,2013-01-18,2013-01-25,2013-01-30,2320,1,2320
SO51522,276,1,2013-01-18,2013-01-25,2013-01-30,22,1,22
SO51523,261,13428,2013-01-18,2013-01-25,2013-01-30,2384,1,2384
SO51523,207,13428,2013-01-18,2013-01-25,2013-01-30,9,1,9
SO51523,397,13428,2013-01-18,2013-01-25,2013-01-30,5,1,5
SO51523,361,13428,2013-01-18,2013-01-25,2013-01-30,2,1,2
SO51524,228,10471,2013-01-18,2013-01-25,2013-01-30,540,1,540
SO51524,207,10471,2013-01-18,2013-01-25,2013-01-30,9,1,9
SO51524,397,10471,2013-01-18,2013-01-25,2013-01-30,5,1,5
SO51524,268,10471,2013-01-18,2013-01-25,2013-01-30,9,1,9
SO51525,233,16800,2013-01-18,2013-01-25,2013-01-30,1120,1,1120
SO51525,379,16800,2013-01-18,2013-01-25,2013-01-30,54,1,54
SO51526,236,11615,2013-01-18,2013-01-25,2013-01-30,1120,1,1120
SO51526,346,11615,2013-01-18,2013-01-25,2013-01-30,35,1,35
SO51527,231,9978,2013-01-18,2013-01-25,2013-01-30,540,1,540
SO51527,346,9978,2013-01-18,2013-01-25,2013-01-30,35,1,35
SO51528,243,7220,2013-01-19,2013-01-26,2013-01-31,2443,1,2443
SO51528,207,7220,2013-01-19,2013-01-26,2013-01-31,9,1,9
SO51528,270,7220,2013-01-19,2013-01-26,2013-01-31,8,1,8
SO51529,242,7223,2013-01-19,2013-01-26,2013-01-31,2443,1,2443
SO51529,207,7223,2013-01-19,2013-01-26,2013-01-31,9,1,9
SO51529,268,7223,2013-01-19,2013-01-26,2013-01-31,9,1,9
SO51529,397,7223,2013-01-19,2013-01-26,2013-01-31,5,1,5
SO51530,244,8363,2013-01-19,2013-01-26,2013-01-31,2443,1,2443
SO51531,225,338,2013-01-19,2013-01-26,2013-01-31,2320,1,2320
SO51531,206,338,2013-01-19,2013-01-26,2013-01-31,10,1,10
SO51531,397,338,2013-01-19,2013-01-26,2013-01-31,5,1,5
SO51531,377,338,2013-01-19,2013-01-26,2013-01-31,54,1,54
SO51532,242,11809,2013-01-19,2013-01-26,2013-01-31,2443,1,2443
SO51532,348,11809,2013-01-19,2013-01-26,2013-01-31,35,1,35
SO51533,224,292,2013-01-19,2013-01-26,2013-01-31,2295,1,2295
SO51534,225,159,2013-01-19,2013-01-26,2013-01-31,2320,1,2320
SO51534,276,159,2013-01-19,2013-01-26,2013-01-31,22,1,22
SO51534,378,159,2013-01-19,2013-01-26,2013-01-31,54,1,54
SO51535,237,11932,2013-01-19,2013-01-26,2013-01-31,1701,1,1701
SO51536,237,7699,2013-01-19,2013-01-26,2013-01-31,1701,1,1701
SO51536,347,7699,2013-01-19,2013-01-26,2013-01-31,35,1,35
SO51537,263,17202,2013-01-19,2013-01-26,2013-01-31,2384,1,2384
SO51537,348,17202,2013-01-19,2013-01-26,2013-01-31,35,1,35
SO51538,229,10598,2013-01-19,2013-01-26,2013-01-31,540,1,540
SO51538,387,10598,2013-01-19,2013-01-26,2013-01-31,21,1,21
SO51539,234,8161,2013-01-19,2013-01-26,2013-01-31,1120,1,1120
SO51539,268,8161,2013-01-19,2013-01-26,2013-01-31,9,1,9
SO51539,377,8161,2013-01-19,2013-01-26,2013-01-31,54,1,54
SO51540,233,8214,2013-01-19,2013-01-26,2013-01-31,1120,1,1120
SO51540,346,8214,2013-01-19,2013-01-26,2013-01-31,35,1,35
SO51541,235,11631,2013-01-19,2013-01-26,2013-01-31,1120,1,1120
SO51541,347,11631,2013-01-19,2013-01-26,2013-01-31,35,1,35
SO51541,268,11631,2013-01-19,2013-01-26,2013-01-31,9,1,9
SO51542,235,11670,2013-01-19,2013-01-26,2013-01-31,1120,1,1120
SO51543,242,7211,2013-01-20,2013-01-27,2013-02-01,2443,1,2443
SO51543,397,7211,2013-01-20,2013-01-27,2013-02-01,5,1,5
SO51543,207,7211,2013-01-20,2013-01-27,2013-02-01,9,1,9
SO51543,268,7211,2013-01-20,2013-01-27,2013-02-01,9,1,9
SO51544,226,245,2013-01-20,2013-01-27,2013-02-01,2320,1,2320
SO51544,386,245,2013-01-20,2013-01-27,2013-02-01,35,1,35
SO51545,241,8383,2013-01-20,2013-01-27,2013-02-01,2443,1,2443
SO51546,241,15382,2013-01-20,2013-01-27,2013-02-01,2443,1,2443
SO51546,397,15382,2013-01-20,2013-01-27,2013-02-01,5,1,5
SO51546,207,15382,2013-01-20,2013-01-27,2013-02-01,9,1,9
SO51546,396,15382,2013-01-20,2013-01-27,2013-02-01,64,1,64
SO51547,245,1301,2013-01-20,2013-01-27,2013-02-01,2443,1,2443
SO51547,349,1301,2013-01-20,2013-01-27,2013-02-01,55,1,55
SO51548,245,8425,2013-01-20,2013-01-27,2013-02-01,2443,1,2443
SO51548,397,8425,2013-01-20,2013-01-27,2013-02-01,5,1,5
SO51548,207,8425,2013-01-20,2013-01-27,2013-02-01,9,1,9
SO51548,380,8425,2013-01-20,2013-01-27,2013-02-01,54,1,54
SO51549,245,10859,2013-01-20,2013-01-27,2013-02-01,2443,1,2443
SO51549,397,10859,2013-01-20,2013-01-27,2013-02-01,5,1,5
SO51549,207,10859,2013-01-20,2013-01-27,2013-02-01,9,1,9
SO51549,348,10859,2013-01-20,2013-01-27,2013-02-01,35,1,35
SO51550,225,388,2013-01-20,2013-01-27,2013-02-01,2320,1,2320
SO51550,348,388,2013-01-20,2013-01-27,2013-02-01,35,1,35
SO51551,217,2059,2013-01-20,2013-01-27,2013-02-01,565,1,565
SO51551,206,2059,2013-01-20,2013-01-27,2013-02-01,10,1,10
SO51551,397,2059,2013-01-20,2013-01-27,2013-02-01,5,1,5
SO51551,268,2059,2013-01-20,2013-01-27,2013-02-01,9,1,9
SO51552,220,2748,2013-01-20,2013-01-27,2013-02-01,769,1,769
SO51552,376,2748,2013-01-20,2013-01-27,2013-02-01,70,1,70
SO51552,337,2748,2013-01-20,2013-01-27,2013-02-01,24,1,24
SO51553,224,287,2013-01-20,2013-01-27,2013-02-01,2295,1,2295
SO51553,276,287,2013-01-20,2013-01-27,2013-02-01,22,1,22
SO51553,350,287,2013-01-20,2013-01-27,2013-02-01,50,1,50
SO51553,268,287,2013-01-20,2013-01-27,2013-02-01,9,1,9
SO51554,226,267,2013-01-20,2013-01-27,2013-02-01,2320,1,2320
SO51554,206,267,2013-01-20,2013-01-27,2013-02-01,10,1,10
SO51554,397,267,2013-01-20,2013-01-27,2013-02-01,5,1,5
SO51554,268,267,2013-01-20,2013-01-27,2013-02-01,9,1,9
SO51555,223,38,2013-01-20,2013-01-27,2013-02-01,2295,1,2295
SO51555,386,38,2013-01-20,2013-01-27,2013-02-01,35,1,35
SO51555,391,38,2013-01-20,2013-01-27,2013-02-01,5,1,5
SO51555,276,38,2013-01-20,2013-01-27,2013-02-01,22,1,22
SO51555,397,38,2013-01-20,2013-01-27,2013-02-01,5,1,5
SO51555,206,38,2013-01-20,2013-01-27,2013-02-01,10,1,10
SO51555,361,38,2013-01-20,2013-01-27,2013-02-01,2,1,2
SO51556,225,23,2013-01-20,2013-01-27,2013-02-01,2320,1,2320
SO51556,361,23,2013-01-20,2013-01-27,2013-02-01,2,1,2
SO51557,255,16766,2013-01-20,2013-01-27,2013-02-01,742,1,742
SO51558,236,12105,2013-01-20,2013-01-27,2013-02-01,1120,1,1120
SO51558,388,12105,2013-01-20,2013-01-27,2013-02-01,25,1,25
SO51558,392,12105,2013-01-20,2013-01-27,2013-02-01,4,1,4
SO51558,383,12105,2013-01-20,2013-01-27,2013-02-01,159,1,159
SO51559,235,13606,2013-01-20,2013-01-27,2013-02-01,1120,1,1120
SO51559,388,13606,2013-01-20,2013-01-27,2013-02-01,25,1,25
SO51559,392,13606,2013-01-20,2013-01-27,2013-02-01,4,1,4
SO51559,347,13606,2013-01-20,2013-01-27,2013-02-01,35,1,35
SO51560,231,8272,2013-01-20,2013-01-27,2013-02-01,540,1,540
SO51560,348,8272,2013-01-20,2013-01-27,2013-02-01,35,1,35
SO51561,227,26,2013-01-20,2013-01-27,2013-02-01,2320,1,2320
SO51561,276,26,2013-01-20,2013-01-27,2013-02-01,22,1,22
SO51561,395,26,2013-01-20,2013-01-27,2013-02-01,64,1,64
SO51562,222,10,2013-01-20,2013-01-27,2013-02-01,2295,1,2295
SO51562,361,10,2013-01-20,2013-01-27,2013-02-01,2,1,2
SO51563,210,6512,2013-01-20,2013-01-27,2013-02-01,540,1,540
SO51563,391,6512,2013-01-20,2013-01-27,2013-02-01,5,1,5
SO51563,384,6512,2013-01-20,2013-01-27,2013-02-01,25,1,25
SO51563,361,6512,2013-01-20,2013-01-27,2013-02-01,2,1,2
SO51564,247,15310,2013-01-20,2013-01-27,2013-02-01,742,1,742
SO51564,381,15310,2013-01-20,2013-01-27,2013-02-01,9,1,9
SO51565,259,14086,2013-01-20,2013-01-27,2013-02-01,1215,1,1215
SO51565,397,14086,2013-01-20,2013-01-27,2013-02-01,5,1,5
SO51565,207,14086,2013-01-20,2013-01-27,2013-02-01,9,1,9
SO51566,263,13415,2013-01-20,2013-01-27,2013-02-01,2384,1,2384
SO51566,397,13415,2013-01-20,2013-01-27,2013-02-01,5,1,5
SO51566,207,13415,2013-01-20,2013-01-27,2013-02-01,9,1,9
SO51567,228,4277,2013-01-20,2013-01-27,2013-02-01,540,1,540
SO51567,387,4277,2013-01-20,2013-01-27,2013-02-01,21,1,21
SO51567,361,4277,2013-01-20,2013-01-27,2013-02-01,2,1,2
SO51568,229,10449,2013-01-20,2013-01-27,2013-02-01,540,1,540
SO51568,337,10449,2013-01-20,2013-01-27,2013-02-01,24,1,24
SO51569,231,4018,2013-01-20,2013-01-27,2013-02-01,540,1,540
SO51569,207,4018,2013-01-20,2013-01-27,2013-02-01,9,1,9
SO51569,397,4018,2013-01-20,2013-01-27,2013-02-01,5,1,5
SO51569,380,4018,2013-01-20,2013-01-27,2013-02-01,54,1,54
SO51570,230,11460,2013-01-20,2013-01-27,2013-02-01,540,1,540
SO51571,259,3047,2013-01-21,2013-01-28,2013-02-02,1215,1,1215
SO51571,380,3047,2013-01-21,2013-01-28,2013-02-02,54,1,54
SO51572,243,12760,2013-01-21,2013-01-28,2013-02-02,2443,1,2443
SO51572,389,12760,2013-01-21,2013-01-28,2013-02-02,33,1,33
SO51573,222,239,2013-01-21,2013-01-28,2013-02-02,2295,1,2295
SO51573,347,239,2013-01-21,2013-01-28,2013-02-02,35,1,35
SO51574,243,5292,2013-01-21,2013-01-28,2013-02-02,2443,1,2443
SO51574,346,5292,2013-01-21,2013-01-28,2013-02-02,35,1,35
SO51575,242,11324,2013-01-21,2013-01-28,2013-02-02,2443,1,2443
SO51576,227,482,2013-01-21,2013-01-28,2013-02-02,2320,1,2320
SO51576,349,482,2013-01-21,2013-01-28,2013-02-02,55,1,55
SO51577,226,43,2013-01-21,2013-01-28,2013-02-02,2320,1,2320
SO51578,231,16745,2013-01-21,2013-01-28,2013-02-02,540,1,540
SO51578,392,16745,2013-01-21,2013-01-28,2013-02-02,4,1,4
SO51578,387,16745,2013-01-21,2013-01-28,2013-02-02,21,1,21
SO51578,378,16745,2013-01-21,2013-01-28,2013-02-02,54,1,54
SO51578,335,16745,2013-01-21,2013-01-28,2013-02-02,24,1,24
SO51579,230,15657,2013-01-21,2013-01-28,2013-02-02,540,1,540
SO51579,397,15657,2013-01-21,2013-01-28,2013-02-02,5,1,5
SO51579,207,15657,2013-01-21,2013-01-28,2013-02-02,9,1,9
SO51579,268,15657,2013-01-21,2013-01-28,2013-02-02,9,1,9
SO51580,228,7901,2013-01-21,2013-01-28,2013-02-02,540,1,540
SO51580,207,7901,2013-01-21,2013-01-28,2013-02-02,9,1,9
SO51580,397,7901,2013-01-21,2013-01-28,2013-02-02,5,1,5
SO51581,223,8,2013-01-21,2013-01-28,2013-02-02,2295,1,2295
SO51581,391,8,2013-01-21,2013-01-28,2013-02-02,5,1,5
SO51581,386,8,2013-01-21,2013-01-28,2013-02-02,35,1,35
SO51581,276,8,2013-01-21,2013-01-28,2013-02-02,22,1,22
SO51581,347,8,2013-01-21,2013-01-28,2013-02-02,35,1,35
SO51582,224,53,2013-01-21,2013-01-28,2013-02-02,2295,1,2295
SO51582,391,53,2013-01-21,2013-01-28,2013-02-02,5,1,5
SO51582,386,53,2013-01-21,2013-01-28,2013-02-02,35,1,35
SO51582,361,53,2013-01-21,2013-01-28,2013-02-02,2,1,2
SO51583,228,5016,2013-01-21,2013-01-28,2013-02-02,540,1,540
SO51583,346,5016,2013-01-21,2013-01-28,2013-02-02,35,1,35
SO51584,229,11275,2013-01-21,2013-01-28,2013-02-02,540,1,540
SO51584,346,11275,2013-01-21,2013-01-28,2013-02-02,35,1,35
SO51585,232,8241,2013-01-21,2013-01-28,2013-02-02,1120,1,1120
SO51585,348,8241,2013-01-21,2013-01-28,2013-02-02,35,1,35
SO51586,241,7208,2013-01-22,2013-01-29,2013-02-03,2443,1,2443
SO51586,207,7208,2013-01-22,2013-01-29,2013-02-03,9,1,9
SO51586,397,7208,2013-01-22,2013-01-29,2013-02-03,5,1,5
SO51586,378,7208,2013-01-22,2013-01-29,2013-02-03,54,1,54
SO51587,243,14781,2013-01-22,2013-01-29,2013-02-03,2443,1,2443
SO51587,392,14781,2013-01-22,2013-01-29,2013-02-03,4,1,4
SO51587,389,14781,2013-01-22,2013-01-29,2013-02-03,33,1,33
SO51588,242,14770,2013-01-22,2013-01-29,2013-02-03,2443,1,2443
SO51588,392,14770,2013-01-22,2013-01-29,2013-02-03,4,1,4
SO51588,389,14770,2013-01-22,2013-01-29,2013-02-03,33,1,33
SO51588,347,14770,2013-01-22,2013-01-29,2013-02-03,35,1,35
SO51589,222,402,2013-01-22,2013-01-29,2013-02-03,2295,1,2295
SO51589,349,402,2013-01-22,2013-01-29,2013-02-03,55,1,55
SO51589,335,402,2013-01-22,2013-01-29,2013-02-03,24,1,24
SO51590,226,272,2013-01-22,2013-01-29,2013-02-03,2320,1,2320
SO51590,391,272,2013-01-22,2013-01-29,2013-02-03,5,1,5
SO51590,386,272,2013-01-22,2013-01-29,2013-02-03,35,1,35
SO51590,348,272,2013-01-22,2013-01-29,2013-02-03,35,1,35
SO51591,225,176,2013-01-22,2013-01-29,2013-02-03,2320,1,2320
SO51591,276,176,2013-01-22,2013-01-29,2013-02-03,22,1,22
SO51592,222,83,2013-01-22,2013-01-29,2013-02-03,2295,1,2295
SO51592,386,83,2013-01-22,2013-01-29,2013-02-03,35,1,35
SO51593,227,37,2013-01-22,2013-01-29,2013-02-03,2320,1,2320
SO51593,346,37,2013-01-22,2013-01-29,2013-02-03,35,1,35
SO51594,222,105,2013-01-22,2013-01-29,2013-02-03,2295,1,2295
SO51594,386,105,2013-01-22,2013-01-29,2013-02-03,35,1,35
SO51594,391,105,2013-01-22,2013-01-29,2013-02-03,5,1,5
SO51595,226,5,2013-01-22,2013-01-29,2013-02-03,2320,1,2320
SO51595,276,5,2013-01-22,2013-01-29,2013-02-03,22,1,22
SO51595,348,5,2013-01-22,2013-01-29,2013-02-03,35,1,35
SO51596,259,14088,2013-01-22,2013-01-29,2013-02-03,1215,1,1215
SO51596,346,14088,2013-01-22,2013-01-29,2013-02-03,35,1,35
SO51597,226,454,2013-01-22,2013-01-29,2013-02-03,2320,1,2320
SO51597,349,454,2013-01-22,2013-01-29,2013-02-03,55,1,55
SO51597,270,454,2013-01-22,2013-01-29,2013-02-03,8,1,8
SO51598,265,13405,2013-01-22,2013-01-29,2013-02-03,2384,1,2384
SO51599,263,13406,2013-01-22,2013-01-29,2013-02-03,2384,1,2384
SO51599,347,13406,2013-01-22,2013-01-29,2013-02-03,35,1,35
SO51600,228,11263,2013-01-22,2013-01-29,2013-02-03,540,1,540
SO51601,231,14609,2013-01-22,2013-01-29,2013-02-03,540,1,540
SO51602,262,440,2013-01-22,2013-01-29,2013-02-03,2384,1,2384
SO51602,348,440,2013-01-22,2013-01-29,2013-02-03,35,1,35
SO51603,258,18402,2013-01-22,2013-01-29,2013-02-03,1215,1,1215
SO51603,268,18402,2013-01-22,2013-01-29,2013-02-03,9,1,9
SO51604,226,247,2013-01-23,2013-01-30,2013-02-04,2320,1,2320
SO51604,206,247,2013-01-23,2013-01-30,2013-02-04,10,1,10
SO51605,240,10057,2013-01-23,2013-01-30,2013-02-04,1701,1,1701
SO51605,388,10057,2013-01-23,2013-01-30,2013-02-04,25,1,25
SO51605,392,10057,2013-01-23,2013-01-30,2013-02-04,4,1,4
SO51605,347,10057,2013-01-23,2013-01-30,2013-02-04,35,1,35
SO51606,239,10040,2013-01-23,2013-01-30,2013-02-04,1701,1,1701
SO51607,237,5800,2013-01-23,2013-01-30,2013-02-04,1701,1,1701
SO51608,218,2745,2013-01-23,2013-01-30,2013-02-04,769,1,769
SO51608,270,2745,2013-01-23,2013-01-30,2013-02-04,8,1,8
SO51609,221,2747,2013-01-23,2013-01-30,2013-02-04,769,1,769
SO51609,391,2747,2013-01-23,2013-01-30,2013-02-04,5,1,5
SO51609,385,2747,2013-01-23,2013-01-30,2013-02-04,30,1,30
SO51609,361,2747,2013-01-23,2013-01-30,2013-02-04,2,1,2
SO51610,224,22,2013-01-23,2013-01-30,2013-02-04,2295,1,2295
SO51610,276,22,2013-01-23,2013-01-30,2013-02-04,22,1,22
SO51610,349,22,2013-01-23,2013-01-30,2013-02-04,55,1,55
SO51611,231,7903,2013-01-23,2013-01-30,2013-02-04,540,1,540
SO51611,207,7903,2013-01-23,2013-01-30,2013-02-04,9,1,9
SO51611,397,7903,2013-01-23,2013-01-30,2013-02-04,5,1,5
SO51611,379,7903,2013-01-23,2013-01-30,2013-02-04,54,1,54
SO51612,226,6,2013-01-23,2013-01-30,2013-02-04,2320,1,2320
SO51612,386,6,2013-01-23,2013-01-30,2013-02-04,35,1,35
SO51612,391,6,2013-01-23,2013-01-30,2013-02-04,5,1,5
SO51612,361,6,2013-01-23,2013-01-30,2013-02-04,2,1,2
SO51613,247,5099,2013-01-23,2013-01-30,2013-02-04,742,1,742
SO51613,207,5099,2013-01-23,2013-01-30,2013-02-04,9,1,9
SO51613,397,5099,2013-01-23,2013-01-30,2013-02-04,5,1,5
SO51614,247,15309,2013-01-23,2013-01-30,2013-02-04,742,1,742
SO51614,377,15309,2013-01-23,2013-01-30,2013-02-04,54,1,54
SO51615,266,13421,2013-01-23,2013-01-30,2013-02-04,2384,1,2384
SO51615,381,13421,2013-01-23,2013-01-30,2013-02-04,9,1,9
SO51616,230,10467,2013-01-23,2013-01-30,2013-02-04,540,1,540
SO51616,207,10467,2013-01-23,2013-01-30,2013-02-04,9,1,9
SO51616,397,10467,2013-01-23,2013-01-30,2013-02-04,5,1,5
SO51616,361,10467,2013-01-23,2013-01-30,2013-02-04,2,1,2
SO51617,229,11442,2013-01-23,2013-01-30,2013-02-04,540,1,540
SO51617,207,11442,2013-01-23,2013-01-30,2013-02-04,9,1,9
SO51617,397,11442,2013-01-23,2013-01-30,2013-02-04,5,1,5
SO51617,348,11442,2013-01-23,2013-01-30,2013-02-04,35,1,35
SO51617,268,11442,2013-01-23,2013-01-30,2013-02-04,9,1,9
SO51618,228,17758,2013-01-23,2013-01-30,2013-02-04,540,1,540
SO51619,240,9833,2013-01-24,2013-01-31,2013-02-05,1701,1,1701
SO51619,351,9833,2013-01-24,2013-01-31,2013-02-05,50,1,50
SO51620,240,10041,2013-01-24,2013-01-31,2013-02-05,1701,1,1701
SO51620,388,10041,2013-01-24,2013-01-31,2013-02-05,25,1,25
SO51620,392,10041,2013-01-24,2013-01-31,2013-02-05,4,1,4
SO51620,379,10041,2013-01-24,2013-01-31,2013-02-05,54,1,54
SO51621,221,6950,2013-01-24,2013-01-31,2013-02-05,769,1,769
SO51621,353,6950,2013-01-24,2013-01-31,2013-02-05,50,1,50
SO51622,209,3928,2013-01-24,2013-01-31,2013-02-05,540,1,540
SO51622,276,3928,2013-01-24,2013-01-31,2013-02-05,22,1,22
SO51622,352,3928,2013-01-24,2013-01-31,2013-02-05,50,1,50
SO51623,243,11446,2013-01-24,2013-01-31,2013-02-05,2443,1,2443
SO51623,389,11446,2013-01-24,2013-01-31,2013-02-05,33,1,33
SO51623,392,11446,2013-01-24,2013-01-31,2013-02-05,4,1,4
SO51623,361,11446,2013-01-24,2013-01-31,2013-02-05,2,1,2
SO51623,270,11446,2013-01-24,2013-01-31,2013-02-05,8,1,8
SO51624,245,10858,2013-01-24,2013-01-31,2013-02-05,2443,1,2443
SO51624,268,10858,2013-01-24,2013-01-31,2013-02-05,9,1,9
SO51624,348,10858,2013-01-24,2013-01-31,2013-02-05,35,1,35
SO51625,215,7958,2013-01-24,2013-01-31,2013-02-05,565,1,565
SO51625,276,7958,2013-01-24,2013-01-31,2013-02-05,22,1,22
SO51625,361,7958,2013-01-24,2013-01-31,2013-02-05,2,1,2
SO51626,215,4555,2013-01-24,2013-01-31,2013-02-05,565,1,565
SO51626,206,4555,2013-01-24,2013-01-31,2013-02-05,10,1,10
SO51627,266,17207,2013-01-24,2013-01-31,2013-02-05,2384,1,2384
SO51627,397,17207,2013-01-24,2013-01-31,2013-02-05,5,1,5
SO51627,207,17207,2013-01-24,2013-01-31,2013-02-05,9,1,9
SO51628,231,8270,2013-01-24,2013-01-31,2013-02-05,540,1,540
SO51629,226,445,2013-01-24,2013-01-31,2013-02-05,2320,1,2320
SO51629,276,445,2013-01-24,2013-01-31,2013-02-05,22,1,22
SO51629,346,445,2013-01-24,2013-01-31,2013-02-05,35,1,35
SO51630,232,8200,2013-01-24,2013-01-31,2013-02-05,1120,1,1120
SO51630,207,8200,2013-01-24,2013-01-31,2013-02-05,9,1,9
SO51630,397,8200,2013-01-24,2013-01-31,2013-02-05,5,1,5
SO51631,234,8212,2013-01-24,2013-01-31,2013-02-05,1120,1,1120
SO51632,233,8423,2013-01-24,2013-01-31,2013-02-05,1120,1,1120
SO51633,232,8327,2013-01-24,2013-01-31,2013-02-05,1120,1,1120
SO51634,248,3265,2013-01-24,2013-01-31,2013-02-05,742,1,742
SO51634,207,3265,2013-01-24,2013-01-31,2013-02-05,9,1,9
SO51635,243,7243,2013-01-25,2013-02-01,2013-02-06,2443,1,2443
SO51635,389,7243,2013-01-25,2013-02-01,2013-02-06,33,1,33
SO51635,396,7243,2013-01-25,2013-02-01,2013-02-06,64,1,64
SO51635,392,7243,2013-01-25,2013-02-01,2013-02-06,4,1,4
SO51636,244,7239,2013-01-25,2013-02-01,2013-02-06,2443,1,2443
SO51636,207,7239,2013-01-25,2013-02-01,2013-02-06,9,1,9
SO51637,238,13103,2013-01-25,2013-02-01,2013-02-06,1701,1,1701
SO51637,377,13103,2013-01-25,2013-02-01,2013-02-06,54,1,54
SO51637,337,13103,2013-01-25,2013-02-01,2013-02-06,24,1,24
SO51638,219,2779,2013-01-25,2013-02-01,2013-02-06,769,1,769
SO51638,353,2779,2013-01-25,2013-02-01,2013-02-06,50,1,50
SO51639,221,4631,2013-01-25,2013-02-01,2013-02-06,769,1,769
SO51639,385,4631,2013-01-25,2013-02-01,2013-02-06,30,1,30
SO51639,391,4631,2013-01-25,2013-02-01,2013-02-06,5,1,5
SO51639,361,4631,2013-01-25,2013-02-01,2013-02-06,2,1,2
SO51640,221,9723,2013-01-25,2013-02-01,2013-02-06,769,1,769
SO51640,351,9723,2013-01-25,2013-02-01,2013-02-06,50,1,50
SO51641,222,340,2013-01-25,2013-02-01,2013-02-06,2295,1,2295
SO51641,348,340,2013-01-25,2013-02-01,2013-02-06,35,1,35
SO51642,226,1385,2013-01-25,2013-02-01,2013-02-06,2320,1,2320
SO51642,349,1385,2013-01-25,2013-02-01,2013-02-06,55,1,55
SO51642,377,1385,2013-01-25,2013-02-01,2013-02-06,54,1,54
SO51643,241,8362,2013-01-25,2013-02-01,2013-02-06,2443,1,2443
SO51643,347,8362,2013-01-25,2013-02-01,2013-02-06,35,1,35
SO51644,241,1132,2013-01-25,2013-02-01,2013-02-06,2443,1,2443
SO51645,216,4553,2013-01-25,2013-02-01,2013-02-06,565,1,565
SO51645,206,4553,2013-01-25,2013-02-01,2013-02-06,10,1,10
SO51645,397,4553,2013-01-25,2013-02-01,2013-02-06,5,1,5
SO51645,395,4553,2013-01-25,2013-02-01,2013-02-06,64,1,64
SO51646,222,65,2013-01-25,2013-02-01,2013-02-06,2295,1,2295
SO51646,206,65,2013-01-25,2013-02-01,2013-02-06,10,1,10
SO51647,224,145,2013-01-25,2013-02-01,2013-02-06,2295,1,2295
SO51647,349,145,2013-01-25,2013-02-01,2013-02-06,55,1,55
SO51647,353,145,2013-01-25,2013-02-01,2013-02-06,50,1,50
SO51648,224,146,2013-01-25,2013-02-01,2013-02-06,2295,1,2295
SO51648,206,146,2013-01-25,2013-02-01,2013-02-06,10,1,10
SO51648,397,146,2013-01-25,2013-02-01,2013-02-06,5,1,5
SO51649,222,125,2013-01-25,2013-02-01,2013-02-06,2295,1,2295
SO51649,206,125,2013-01-25,2013-02-01,2013-02-06,10,1,10
SO51649,397,125,2013-01-25,2013-02-01,2013-02-06,5,1,5
SO51650,223,12,2013-01-25,2013-02-01,2013-02-06,2295,1,2295
SO51651,227,78,2013-01-25,2013-02-01,2013-02-06,2320,1,2320
SO51651,349,78,2013-01-25,2013-02-01,2013-02-06,55,1,55
SO51652,225,451,2013-01-25,2013-02-01,2013-02-06,2320,1,2320
SO51652,391,451,2013-01-25,2013-02-01,2013-02-06,5,1,5
SO51652,386,451,2013-01-25,2013-02-01,2013-02-06,35,1,35
SO51652,361,451,2013-01-25,2013-02-01,2013-02-06,2,1,2
SO51652,270,451,2013-01-25,2013-02-01,2013-02-06,8,1,8
SO51653,265,18138,2013-01-25,2013-02-01,2013-02-06,2384,1,2384
SO51653,348,18138,2013-01-25,2013-02-01,2013-02-06,35,1,35
SO51654,264,13434,2013-01-25,2013-02-01,2013-02-06,2384,1,2384
SO51654,390,13434,2013-01-25,2013-02-01,2013-02-06,29,1,29
SO51654,393,13434,2013-01-25,2013-02-01,2013-02-06,5,1,5
SO51654,335,13434,2013-01-25,2013-02-01,2013-02-06,24,1,24
SO51655,230,10577,2013-01-25,2013-02-01,2013-02-06,540,1,540
SO51655,207,10577,2013-01-25,2013-02-01,2013-02-06,9,1,9
SO51656,229,13662,2013-01-25,2013-02-01,2013-02-06,540,1,540
SO51656,395,13662,2013-01-25,2013-02-01,2013-02-06,64,1,64
SO51657,234,8170,2013-01-25,2013-02-01,2013-02-06,1120,1,1120
SO51657,353,8170,2013-01-25,2013-02-01,2013-02-06,50,1,50
SO51658,267,3190,2013-01-25,2013-02-01,2013-02-06,2384,1,2384
SO51658,346,3190,2013-01-25,2013-02-01,2013-02-06,35,1,35
SO51659,255,3276,2013-01-25,2013-02-01,2013-02-06,742,1,742
SO51659,207,3276,2013-01-25,2013-02-01,2013-02-06,9,1,9
SO51660,225,1462,2013-01-26,2013-02-02,2013-02-07,2320,1,2320
SO51660,206,1462,2013-01-26,2013-02-02,2013-02-07,10,1,10
SO51660,397,1462,2013-01-26,2013-02-02,2013-02-07,5,1,5
SO51660,346,1462,2013-01-26,2013-02-02,2013-02-07,35,1,35
SO51661,239,9838,2013-01-26,2013-02-02,2013-02-07,1701,1,1701
SO51661,388,9838,2013-01-26,2013-02-02,2013-02-07,25,1,25
SO51661,392,9838,2013-01-26,2013-02-02,2013-02-07,4,1,4
SO51661,347,9838,2013-01-26,2013-02-02,2013-02-07,35,1,35
SO51662,244,15383,2013-01-26,2013-02-02,2013-02-07,2443,1,2443
